season,wteam,wscore,lteam,lscore,wloc
D,704,94,653,86,H
D,704,103,653,86,A
D,704,78,653,77,N
D,704,51,658,49,A
D,704,69,658,53,H
D,704,119,659,108,H
D,704,86,744,85,H
D,704,95,766,84,H
D,704,86,766,82,A
D,704,73,782,60,H
D,705,66,664,65,H
D,705,70,716,65,A
D,705,75,751,67,A
D,705,86,751,65,H
D,705,69,761,65,H
D,705,91,761,55,A
D,705,70,765,67,A
D,705,64,795,57,A
D,705,70,812,62,A
D,705,58,819,57,A
D,705,79,819,68,H
D,705,104,820,99,A
D,707,69,523,68,A
D,707,96,571,87,H
D,707,104,571,90,A
D,707,84,593,73,H
D,707,91,605,76,H
D,707,92,610,78,H
D,707,86,619,69,A
D,707,99,619,84,H
D,707,97,645,76,H
D,707,86,664,82,A
D,707,72,665,63,H
D,707,86,683,84,H
D,707,107,693,84,H
D,707,79,747,72,H
D,707,106,800,93,N
D,708,87,510,64,H
D,708,98,534,49,H
D,708,75,546,73,H
D,708,69,551,53,H
D,708,82,567,68,A
D,708,65,594,44,H
D,708,72,595,54,A
D,708,98,595,64,H
D,708,65,604,58,H
D,708,75,606,66,H
D,708,78,606,49,H
D,708,86,610,75,A
D,708,77,651,72,H
D,708,86,662,79,H
D,708,75,672,54,A
D,708,59,695,56,A
D,708,62,695,53,H
D,708,63,723,61,H
D,708,54,738,47,N
D,708,57,783,49,N
D,708,71,830,47,H
D,708,67,830,66,A
D,708,52,839,40,A
D,708,68,839,65,H
D,711,119,699,81,H
D,711,83,727,75,H
D,711,87,757,73,A
D,711,94,822,90,H
D,712,68,528,67,H
D,712,84,528,81,A
D,712,69,531,59,A
D,712,92,641,85,N
D,712,74,700,67,H
D,712,72,700,67,A
D,712,77,700,69,N
D,712,61,782,55,A
D,712,71,799,70,H
D,712,71,828,63,H
D,713,76,512,60,A
D,713,96,565,79,H
D,713,75,566,60,H
D,713,71,566,61,A
D,713,78,579,74,N
D,713,80,582,67,H
D,713,67,582,65,A
D,713,99,585,65,H
D,713,77,594,57,H
D,713,101,621,69,H
D,713,69,621,61,A
D,713,62,680,59,A
D,713,74,680,53,H
D,713,74,681,73,A
D,713,82,681,67,H
D,713,82,733,52,H
D,713,73,733,56,N
D,713,99,765,59,H
D,713,81,775,70,N
D,714,83,575,57,H
D,714,69,624,59,A
D,714,78,624,66,H
D,714,61,629,57,H
D,714,80,749,58,H
D,714,74,791,70,A
D,714,79,846,76,A
D,714,87,846,82,H
D,714,78,851,70,H
D,715,69,527,59,H
D,715,61,569,57,H
D,715,62,598,55,H
D,715,59,623,46,A
D,715,67,647,47,H
D,715,58,670,34,H
D,715,58,673,55,A
D,715,68,718,30,H
D,715,62,729,60,H
D,715,71,729,67,A
D,715,54,729,44,H
D,715,54,738,50,H
D,715,69,776,66,H
D,715,76,803,47,H
D,715,80,845,44,H
D,716,66,608,65,A
D,716,79,643,60,H
D,716,84,751,77,H
D,716,81,761,79,H
D,716,72,761,69,A
D,716,66,765,63,A
D,716,97,765,70,H
D,716,66,795,65,H
D,716,63,812,62,H
D,717,78,527,59,H
D,717,83,537,56,H
D,717,82,580,77,H
D,717,71,668,68,A
D,717,87,731,64,H
D,717,83,737,80,A
D,717,81,737,62,H
D,717,59,764,56,H
D,717,76,764,60,A
D,717,81,774,77,N
D,717,99,776,88,H
D,717,79,784,55,H
D,717,71,843,69,H
D,717,64,854,62,H
D,718,68,548,61,A
D,718,79,548,63,H
D,718,72,624,71,A
D,718,80,631,77,A
D,718,81,654,80,H
D,718,88,677,81,H
D,718,90,677,78,A
D,718,77,774,66,H
D,718,96,834,91,H
D,718,89,855,87,H
D,719,85,503,64,H
D,719,76,520,64,H
D,719,64,529,57,H
D,719,75,529,68,A
D,719,90,534,50,H
D,719,78,537,72,H
D,719,79,581,67,H
D,719,67,581,57,A
D,719,78,622,69,N
D,719,86,661,73,H
D,719,86,690,58,A
D,719,61,786,55,A
D,719,70,798,60,H
D,719,94,809,66,A
D,719,96,836,76,A
D,719,74,836,55,H
D,719,90,843,72,H
D,720,78,504,70,H
D,720,86,517,45,H
D,720,99,590,70,H
D,720,64,623,61,A
D,720,73,625,56,H
D,720,69,625,67,A
D,720,73,628,69,A
D,720,74,670,69,H
D,720,87,670,69,N
D,720,89,673,60,H
D,720,67,674,62,N
D,720,81,695,64,N
D,720,59,715,49,H
D,720,89,718,61,H
D,720,70,729,62,H
D,720,72,738,43,H
D,720,80,738,69,A
D,720,61,745,49,H
D,720,78,792,51,H
D,720,92,797,56,H
D,720,71,805,64,N
D,720,78,849,74,A
D,720,63,849,54,H
D,721,87,515,57,H
D,721,59,521,58,A
D,721,87,521,63,H
D,721,89,556,75,H
D,721,68,560,42,H
D,721,56,629,52,A
D,721,69,676,57,A
D,721,64,705,44,H
D,721,75,716,55,H
D,721,54,722,43,A
D,721,72,722,65,H
D,721,85,724,69,H
D,721,75,751,44,H
D,721,64,793,63,A
D,721,102,794,75,H
D,721,78,796,68,H
D,721,72,796,54,A
D,721,102,833,51,H
D,721,72,835,62,H
D,722,88,513,41,H
D,722,76,521,63,A
D,722,75,521,47,H
D,722,83,521,57,N
D,722,58,613,37,A
D,722,81,629,72,H
D,722,75,637,69,H
D,722,57,660,54,N
D,722,84,676,68,H
D,722,60,698,48,A
D,722,90,716,65,H
D,722,60,721,57,N
D,722,75,762,64,H
D,722,65,772,64,H
D,722,79,788,74,H
D,722,59,793,57,N
D,722,64,794,59,A
D,722,66,794,61,H
D,722,69,796,55,A
D,722,93,796,67,H
D,722,81,817,69,A
D,723,72,509,58,H
D,723,76,509,70,A
D,723,85,534,65,N
D,723,77,544,75,N
D,723,72,546,56,H
D,723,74,547,60,A
D,723,54,583,51,A
D,723,65,583,62,N
D,723,84,585,70,H
D,723,83,610,69,H
D,723,60,635,58,H
D,723,77,743,65,H
D,723,59,769,56,N
D,723,72,779,65,H
D,723,76,816,62,H
D,723,63,816,54,A
D,723,82,825,72,A
D,723,76,825,72,H
D,723,66,825,49,A
D,723,103,832,69,H
D,723,65,847,50,A
D,723,70,847,48,H
D,723,81,851,60,H
D,724,71,516,66,A
D,724,96,538,78,N
D,724,78,548,62,H
D,724,76,548,60,A
D,724,84,572,62,H
D,724,78,631,68,A
D,724,78,631,71,H
D,724,80,677,72,A
D,724,98,677,90,H
D,724,94,718,89,A
D,724,80,718,68,H
D,724,86,774,63,H
D,724,89,794,86,H
D,724,68,826,67,H
D,724,71,834,67,H
D,724,72,855,68,H
D,724,72,855,58,N
D,725,78,508,68,H
D,725,76,512,75,A
D,725,93,536,62,H
D,725,71,539,69,A
D,725,93,539,82,H
D,725,77,560,62,H
D,725,73,726,68,H
D,725,73,733,62,H
D,725,70,749,64,A
D,725,80,758,65,A
D,725,60,818,55,A
D,725,90,827,70,H
D,725,94,840,81,H
D,725,87,841,83,A
D,725,77,841,64,H
D,726,60,511,59,H
D,726,81,512,51,H
D,726,74,514,56,H
D,726,87,548,56,H
D,726,63,621,53,H
D,726,48,725,45,H
D,726,59,783,45,H
D,726,80,807,70,H
D,726,65,810,63,H
D,726,69,818,66,H
D,726,83,841,64,H
D,727,76,538,62,H
D,727,94,538,83,A
D,727,75,564,59,H
D,727,62,566,49,A
D,727,60,620,59,H
D,727,70,647,59,H
D,727,82,699,64,H
D,727,52,756,44,H
D,727,56,758,51,H
D,727,64,807,55,A
D,727,61,807,51,H
D,727,84,822,73,H
D,728,86,531,55,H
D,728,73,531,57,A
D,728,68,555,50,H
D,728,67,558,51,A
D,728,87,558,48,H
D,728,86,561,62,A
D,728,83,561,81,H
D,728,79,567,67,H
D,728,82,567,49,A
D,728,75,576,65,H
D,728,81,612,56,H
D,728,81,612,76,A
D,728,67,627,61,N
D,728,62,641,58,A
D,728,74,642,62,A
D,728,73,644,56,H
D,728,73,736,48,A
D,728,66,779,58,H
D,728,73,789,70,H
D,728,68,854,62,H
D,728,71,854,50,A
D,729,62,533,58,H
D,729,74,602,60,A
D,729,73,616,52,N
D,729,65,623,61,A
D,729,74,644,48,H
D,729,70,670,52,H
D,729,78,670,72,A
D,729,98,720,85,H
D,729,71,728,55,H
D,729,78,738,70,A
D,729,65,789,64,H
D,729,70,829,53,H
D,729,90,832,66,H
D,730,78,597,71,H
D,730,75,607,70,H
D,730,52,647,48,A
D,730,97,652,83,H
D,730,64,732,51,A
D,730,61,741,57,H
D,730,62,753,58,A
D,730,72,753,58,H
D,730,79,755,70,H
D,730,67,755,65,N
D,730,65,756,46,A
D,730,71,757,51,H
D,730,67,758,56,H
D,730,50,781,44,A
D,730,58,781,44,H
D,730,71,807,58,H
D,730,60,846,50,H
D,731,86,527,70,H
D,731,67,527,66,A
D,731,65,578,60,N
D,731,78,619,42,H
D,731,68,640,56,N
D,731,60,668,54,H
D,731,78,734,64,H
D,731,59,764,58,H
D,731,95,777,69,H
D,731,79,803,71,H
D,731,84,813,56,H
D,731,69,843,67,H
D,731,76,851,65,A
D,731,94,853,76,N
D,732,95,564,52,H
D,732,87,648,76,N
D,732,72,652,69,H
D,732,59,730,53,A
D,732,65,755,51,H
D,732,78,757,73,H
D,732,68,807,54,H
D,733,88,502,79,H
D,733,103,538,64,H
D,733,93,565,90,A
D,733,68,566,61,H
D,733,76,582,69,H
D,733,80,582,74,N
D,733,90,621,69,H
D,733,78,621,76,A
D,733,73,680,58,H
D,733,76,681,75,H
D,733,91,700,73,N
D,733,77,713,76,H
D,733,82,727,76,H
D,733,78,753,70,H
D,733,82,842,59,H
D,734,85,505,84,A
D,734,80,514,79,A
D,734,106,514,81,H
D,734,95,608,89,A
D,734,88,632,65,H
D,736,67,531,45,H
D,736,67,531,45,A
D,736,68,533,27,H
D,736,47,546,43,N
D,736,46,558,40,A
D,736,88,558,52,H
D,736,56,561,46,A
D,736,65,561,45,H
D,736,76,567,48,H
D,736,65,567,51,A
D,736,50,595,46,N
D,736,66,612,60,H
D,736,63,679,36,A
D,736,68,711,48,N
D,736,50,728,49,A
D,736,56,793,46,N
D,736,69,805,57,A
D,736,61,816,54,A
D,736,66,854,33,H
D,737,89,527,77,A
D,737,81,531,60,H
D,737,87,552,81,A
D,737,64,603,62,H
D,737,79,657,72,H
D,737,80,695,69,H
D,737,83,731,68,A
D,737,87,738,82,H
D,737,87,741,63,H
D,737,65,764,49,H
D,737,67,786,58,A
D,737,88,803,78,H
D,737,85,829,72,H
D,737,90,829,84,A
D,737,90,843,87,H
D,737,77,843,68,A
D,738,63,535,54,N
D,738,62,579,49,H
D,738,83,607,68,H
D,738,77,622,61,H
D,738,63,623,54,H
D,738,63,623,56,A
D,738,69,624,55,H
D,738,86,625,81,A
D,738,90,628,75,H
D,738,80,641,59,H
D,738,72,642,67,H
D,738,81,670,71,H
D,738,54,673,42,H
D,738,70,729,67,A
D,738,80,769,64,N
D,738,70,778,69,A
D,738,101,814,64,H
D,738,78,826,70,H
D,738,71,853,57,A
D,739,64,517,63,H
D,739,54,558,52,A
D,739,65,679,59,A
D,739,78,745,74,A
D,739,84,745,82,H
D,739,81,777,62,H
D,739,73,838,71,A
D,739,75,838,72,H
D,740,92,545,75,H
D,740,79,545,76,A
D,740,104,553,75,H
D,740,82,553,67,A
D,740,89,585,73,H
D,740,72,585,71,A
D,740,76,614,66,A
D,740,88,614,70,H
D,740,86,645,60,A
D,740,97,645,68,H
D,740,73,661,65,H
D,740,75,704,72,N
D,740,85,707,80,A
D,740,73,782,71,H
D,740,101,814,94,A
D,740,92,814,79,H
D,740,86,825,62,H
D,740,57,848,53,H
D,741,67,531,49,H
D,741,78,569,56,H
D,741,72,578,56,A
D,741,79,581,68,N
D,741,74,596,60,H
D,741,94,599,78,N
D,741,75,641,62,H
D,741,83,641,58,A
D,741,73,663,62,A
D,741,59,663,56,H
D,741,85,719,73,A
D,741,74,755,55,H
D,741,77,775,70,A
D,741,82,779,68,H
D,741,73,779,67,A
D,741,87,788,85,H
D,741,62,789,59,A
D,741,70,821,63,N
D,741,82,827,69,H
D,741,76,831,67,A
D,742,71,502,69,A
D,742,88,502,64,H
D,742,63,557,60,H
D,742,83,616,49,N
D,742,69,617,64,H
D,742,73,732,52,H
D,742,64,756,61,N
D,742,82,765,68,H
D,742,84,767,79,H
D,742,66,767,57,A
D,742,73,773,50,H
D,742,81,781,70,N
D,742,76,788,69,H
D,742,80,803,40,H
D,742,59,817,55,H
D,742,77,852,52,H
D,743,66,509,63,A
D,743,72,509,69,H
D,743,65,540,59,H
D,743,71,543,53,N
D,743,83,583,60,H
D,743,76,590,65,H
D,743,79,602,73,H
D,743,76,635,69,H
D,743,66,645,63,A
D,743,77,723,70,H
D,743,86,740,55,H
D,743,56,816,47,H
D,743,68,825,64,H
D,743,78,825,72,A
D,743,82,847,65,H
D,744,79,533,64,A
D,744,86,541,76,H
D,744,88,589,68,A
D,744,83,589,71,H
D,744,75,610,64,N
D,744,79,653,74,H
D,744,57,658,52,H
D,744,73,658,46,N
D,744,96,659,76,H
D,744,61,665,51,H
D,744,75,679,66,H
D,744,89,704,66,H
D,745,91,531,59,H
D,745,66,533,51,H
D,745,70,544,60,A
D,745,75,588,72,H
D,745,60,588,54,A
D,745,82,648,66,H
D,745,74,679,65,H
D,745,72,679,70,A
D,745,87,776,86,A
D,745,76,776,75,H
D,745,79,777,66,H
D,745,66,777,64,A
D,745,75,813,58,H
D,745,94,838,67,H
D,746,75,527,62,H
D,746,84,558,49,H
D,746,80,588,59,H
D,746,68,603,62,A
D,746,78,635,56,A
D,746,84,642,64,H
D,746,80,644,55,H
D,746,72,717,70,A
D,746,71,731,58,H
D,746,64,731,51,H
D,746,60,736,49,A
D,746,72,737,67,H
D,746,86,737,75,A
D,746,74,786,71,H
D,746,97,829,87,H
D,746,72,838,55,H
D,746,87,843,61,H
D,746,74,846,64,N
D,747,69,523,62,H
D,747,58,523,56,A
D,747,74,560,67,H
D,747,80,560,77,A
D,747,75,571,65,A
D,747,78,593,66,H
D,747,64,593,59,A
D,747,72,610,63,A
D,747,61,610,58,H
D,747,53,619,46,H
D,747,73,619,67,A
D,747,61,665,56,N
D,747,62,683,44,H
D,747,59,693,58,H
D,747,61,693,58,N
D,747,73,707,72,H
D,749,85,562,78,H
D,749,69,575,52,H
D,749,80,587,65,H
D,749,63,622,37,H
D,749,60,624,49,H
D,749,69,624,63,A
D,749,63,626,62,H
D,749,64,626,63,A
D,749,66,714,61,H
D,749,70,762,49,N
D,749,70,780,58,H
D,749,70,802,56,H
D,749,59,825,58,H
D,749,67,846,55,H
D,749,58,846,52,A
D,751,67,617,63,A
D,751,73,643,60,H
D,751,76,664,70,A
D,751,68,716,60,H
D,751,86,765,79,H
D,751,69,765,62,A
D,751,88,812,75,H
D,751,92,820,90,H
D,751,59,845,58,A
D,752,78,540,69,A
D,752,56,540,49,H
D,752,67,540,51,N
D,752,84,543,66,A
D,752,69,543,61,H
D,752,62,543,54,N
D,752,80,590,73,H
D,752,77,605,62,A
D,752,84,610,72,N
D,752,77,633,68,A
D,752,82,634,57,H
D,752,68,634,55,A
D,752,72,667,59,A
D,752,80,667,58,H
D,752,73,784,66,A
D,752,105,800,75,A
D,752,71,800,61,H
D,752,76,801,73,A
D,752,70,809,58,H
D,752,89,809,61,N
D,752,74,812,61,A
D,752,84,819,76,A
D,753,79,548,40,N
D,753,78,582,75,A
D,753,75,607,59,H
D,753,76,652,67,A
D,753,76,681,69,H
D,753,71,713,65,H
D,753,89,732,62,H
D,753,66,732,57,A
D,753,52,754,51,A
D,753,74,755,47,A
D,753,52,755,51,H
D,753,80,758,58,H
D,753,61,781,56,A
D,753,63,781,62,H
D,753,61,793,57,H
D,753,76,807,64,H
D,754,78,613,72,H
D,754,68,727,63,H
D,754,75,756,72,H
D,755,58,616,42,H
D,755,83,652,71,H
D,755,74,681,67,H
D,755,56,730,44,H
D,755,65,732,60,H
D,755,71,757,70,A
D,755,66,758,52,A
D,755,61,780,53,H
D,755,75,781,72,A
D,755,67,842,60,H
D,755,82,853,69,N
D,756,76,536,74,H
D,756,84,564,59,H
D,756,89,565,77,H
D,756,59,566,56,A
D,756,63,582,47,H
D,756,91,597,64,H
D,756,70,613,55,H
D,756,79,680,52,A
D,756,74,732,52,H
D,756,82,754,57,H
D,756,64,824,63,H
D,757,78,538,75,A
D,757,82,538,74,H
D,757,73,564,54,H
D,757,80,564,75,A
D,757,74,620,62,H
D,757,87,647,77,H
D,757,66,699,64,A
D,757,58,727,53,A
D,757,60,727,38,H
D,757,68,756,66,H
D,757,76,807,61,H
D,757,79,807,68,A
D,757,66,822,65,A
D,757,75,822,74,N
D,758,89,652,81,H
D,758,77,652,64,H
D,758,82,686,53,H
D,758,66,730,52,H
D,758,58,730,54,A
D,758,69,732,67,H
D,758,64,732,62,A
D,758,56,753,43,H
D,758,59,755,56,H
D,758,68,755,61,A
D,758,74,756,73,N
D,758,79,757,69,H
D,758,67,781,57,H
D,758,70,847,58,H
D,761,77,608,68,H
D,761,90,664,84,H
D,761,89,751,77,H
D,761,83,765,72,H
D,762,76,516,75,A
D,762,74,519,65,A
D,762,87,519,71,H
D,762,81,579,70,A
D,762,92,579,70,H
D,762,78,579,57,H
D,762,78,580,58,H
D,762,77,580,61,A
D,762,73,672,63,A
D,762,69,672,55,H
D,762,82,672,74,N
D,762,71,682,69,H
D,762,72,682,60,A
D,762,70,791,49,A
D,762,61,791,54,H
D,762,64,792,51,A
D,762,84,797,75,H
D,762,60,797,49,A
D,764,85,517,44,H
D,764,79,527,63,H
D,764,83,576,70,H
D,764,72,603,61,H
D,764,73,641,55,H
D,764,63,715,52,H
D,764,79,717,69,H
D,764,77,731,61,H
D,764,57,746,55,H
D,764,75,782,57,H
D,764,80,786,64,A
D,764,68,829,55,H
D,764,63,843,58,H
D,764,70,843,67,A
D,765,58,705,57,A
D,765,87,761,66,H
D,765,75,796,74,A
D,766,83,523,77,A
D,766,79,541,78,H
D,766,94,555,80,A
D,766,71,581,70,N
D,766,87,588,79,H
D,766,96,589,82,A
D,766,95,589,80,H
D,766,106,599,99,H
D,766,86,611,69,A
D,766,90,627,72,H
D,766,96,653,88,H
D,766,86,653,78,A
D,766,74,658,58,A
D,766,92,658,75,H
D,766,84,659,78,H
D,766,56,659,55,N
D,766,85,730,76,A
D,766,107,739,90,H
D,766,86,744,84,H
D,766,81,744,74,A
D,766,101,744,73,N
D,766,86,775,67,H
D,766,84,782,72,H
D,766,98,782,87,A
D,766,82,782,67,N
D,767,73,502,71,H
D,767,86,502,81,A
D,767,72,557,68,H
D,767,91,590,61,H
D,767,80,645,66,H
D,767,65,743,61,A
D,767,84,765,64,A
D,767,94,788,92,A
D,767,86,803,75,H
D,767,72,817,62,H
D,767,80,817,78,A
D,767,71,817,70,A
D,767,65,824,64,N
D,767,75,852,72,H
D,768,85,505,70,H
D,768,44,513,43,H
D,768,79,516,73,H
D,768,43,557,40,H
D,768,76,594,69,H
D,768,66,650,65,H
D,768,74,677,62,H
D,768,54,703,32,H
D,768,90,803,69,H
D,768,75,803,69,A
D,768,71,811,63,H
D,769,71,550,58,H
D,769,55,554,44,N
D,769,70,604,66,H
D,769,73,633,56,H
D,769,67,674,66,H
D,769,74,747,60,H
D,769,69,827,57,H
D,769,91,850,42,H
D,771,81,519,63,H
D,771,58,537,55,H
D,771,67,578,57,A
D,771,86,590,50,H
D,771,82,617,67,A
D,771,85,648,54,H
D,771,75,660,63,A
D,771,80,666,70,H
D,771,88,666,81,N
D,771,72,772,57,H
D,771,93,793,76,A
D,771,83,801,62,A
D,771,75,805,53,A
D,771,69,809,55,N
D,772,61,615,60,N
D,772,74,617,57,H
D,772,59,651,58,H
D,772,59,660,50,A
D,772,60,666,54,A
D,772,81,685,61,H
D,772,67,705,44,H
D,772,70,714,63,A
D,772,56,768,43,H
D,772,60,771,58,H
D,772,56,801,49,A
D,772,57,811,51,H
D,772,77,812,40,H
D,772,51,825,48,N
D,773,97,505,65,H
D,773,71,506,54,H
D,773,67,508,66,H
D,773,97,514,78,H
D,773,90,514,72,A
D,773,80,605,78,A
D,773,88,608,76,A
D,773,82,608,60,H
D,773,92,608,83,H
D,773,84,632,76,A
D,773,84,632,73,H
D,773,67,632,66,H
D,773,111,685,89,H
D,773,103,734,76,H
D,773,94,734,81,A
D,773,90,761,59,N
D,773,92,794,68,H
D,773,87,804,65,H
D,773,90,804,74,A
D,774,78,548,55,H
D,774,90,572,83,H
D,774,69,572,65,A
D,774,78,621,68,A
D,774,90,677,80,H
D,774,87,677,86,A
D,774,74,680,70,A
D,774,104,718,79,H
D,774,83,724,77,H
D,774,89,834,79,H
D,774,65,855,53,H
D,775,61,534,53,A
D,775,77,569,67,H
D,775,81,571,57,H
D,775,69,578,62,A
D,775,71,596,54,H
D,775,78,613,69,A
D,775,68,641,63,H
D,775,74,645,64,H
D,775,53,663,50,H
D,775,70,704,61,N
D,775,66,741,62,A
D,775,61,744,58,H
D,775,74,789,59,H
D,775,54,831,50,A
D,776,83,544,79,A
D,776,86,544,80,H
D,776,80,588,71,H
D,776,65,588,58,N
D,776,82,627,68,A
D,776,88,644,74,A
D,776,74,648,68,H
D,776,94,648,81,A
D,776,77,679,68,A
D,776,79,679,78,H
D,776,78,686,77,H
D,776,83,686,70,A
D,776,89,739,75,H
D,776,95,739,74,A
D,776,70,777,55,H
D,776,85,777,84,A
D,776,87,813,77,H
D,776,85,838,81,H
D,776,93,838,77,A
D,777,65,588,60,H
D,777,84,588,73,A
D,777,82,648,68,H
D,777,80,665,74,H
D,777,69,679,56,H
D,777,69,686,64,H
D,777,78,739,70,H
D,777,61,815,54,H
D,777,98,838,66,H
D,778,74,527,55,A
D,778,71,558,55,H
D,778,81,588,54,H
D,778,88,596,57,H
D,778,71,603,69,H
D,778,74,603,66,A
D,778,70,615,49,H
D,778,73,663,69,H
D,778,62,668,59,H
D,778,115,704,70,H
D,778,73,717,53,H
D,778,73,731,52,H
D,778,88,731,60,A
D,778,84,737,57,A
D,778,104,737,70,H
D,778,77,746,73,A
D,778,88,746,78,H
D,778,77,746,62,H
D,778,86,764,75,H
D,778,97,776,63,H
D,778,75,786,70,A
D,778,105,814,50,H
D,778,82,829,75,H
D,778,95,830,68,A
D,778,80,843,68,A
D,779,71,503,60,H
D,779,83,547,68,H
D,779,59,576,51,N
D,779,75,578,68,H
D,779,82,596,80,H
D,779,87,612,69,N
D,779,63,755,50,A
D,779,64,775,48,H
D,779,64,775,61,A
D,779,55,790,53,H
D,779,78,831,66,H
D,780,63,516,60,H
D,780,63,546,58,H
D,780,69,549,57,H
D,780,80,564,46,H
D,780,85,587,55,N
D,780,73,608,62,H
D,780,69,617,61,A
D,780,78,636,64,H
D,780,62,651,52,H
D,780,48,660,46,H
D,780,59,660,52,N
D,780,62,687,51,H
D,780,69,771,60,H
D,780,68,772,60,H
D,780,78,801,60,H
D,781,66,566,52,A
D,781,86,652,81,H
D,781,74,680,73,H
D,781,90,732,71,H
D,781,68,732,56,A
D,781,65,753,60,N
D,781,66,755,65,A
D,781,75,756,56,H
D,781,66,757,65,H
D,781,69,758,65,H
D,781,85,774,77,N
D,781,88,855,53,N
D,782,60,541,50,A
D,782,80,541,72,A
D,782,82,589,75,A
D,782,67,627,64,A
D,782,64,658,39,H
D,782,68,658,66,A
D,782,60,659,46,H
D,782,61,659,54,A
D,782,81,679,69,A
D,782,106,704,103,H
D,782,78,704,70,N
D,782,77,744,63,A
D,782,71,744,69,H
D,782,63,838,57,A
D,783,98,511,83,H
D,783,73,512,63,A
D,783,87,512,77,H
D,783,71,539,62,H
D,783,57,539,55,A
D,783,82,585,58,H
D,783,70,599,56,A
D,783,76,678,51,H
D,783,101,699,57,A
D,783,77,725,59,H
D,783,73,725,61,A
D,783,72,726,56,H
D,783,71,727,58,A
D,783,94,758,49,H
D,783,86,767,51,H
D,783,55,778,53,A
D,783,57,789,50,H
D,783,72,810,59,A
D,783,77,810,73,H
D,783,72,818,55,A
D,783,67,840,60,H
D,783,89,840,57,A
D,783,94,841,45,H
D,783,64,841,58,A
D,784,83,540,67,A
D,784,68,543,55,H
D,784,82,545,74,H
D,784,83,550,60,H
D,784,73,590,57,A
D,784,87,590,61,H
D,784,62,633,47,A
D,784,59,634,44,H
D,784,85,667,67,H
D,784,60,667,43,A
D,784,86,800,73,H
D,784,80,800,76,A
D,786,90,527,51,H
D,786,73,527,56,A
D,786,96,527,55,N
D,786,93,555,40,H
D,786,59,559,42,A
D,786,74,560,56,H
D,786,81,603,79,A
D,786,76,625,63,N
D,786,58,670,46,N
D,786,75,717,63,A
D,786,71,717,65,H
D,786,75,731,67,A
D,786,93,739,65,H
D,786,95,758,75,H
D,786,76,764,62,A
D,786,84,769,37,H
D,786,71,775,55,H
D,786,74,829,52,A
D,786,70,829,62,N
D,786,83,843,67,H
D,788,114,502,87,H
D,788,94,516,85,H
D,788,92,557,89,A
D,788,84,557,79,H
D,788,90,607,87,H
D,788,71,678,69,A
D,788,74,703,61,H
D,788,122,711,69,H
D,788,94,724,93,H
D,788,79,737,77,A
D,788,63,742,62,H
D,788,92,767,79,A
D,788,105,796,86,H
D,788,101,814,67,H
D,788,76,817,72,A
D,788,75,824,70,A
D,788,86,824,79,H
D,788,102,852,85,H
D,789,67,569,54,H
D,789,75,578,52,A
D,789,75,595,66,H
D,789,75,596,65,A
D,789,71,596,49,H
D,789,72,599,56,H
D,789,65,603,49,N
D,789,82,641,45,H
D,789,65,663,57,H
D,789,60,671,59,H
D,789,68,674,52,H
D,789,76,741,63,H
D,789,72,741,63,A
D,789,56,746,38,A
D,789,70,775,54,H
D,789,62,779,47,H
D,789,85,779,78,A
D,789,78,831,48,A
D,789,64,831,51,H
D,789,59,839,48,N
D,789,76,853,64,H
D,790,100,504,64,H
D,790,85,547,74,H
D,790,83,565,64,H
D,790,91,592,56,H
D,790,85,604,69,H
D,790,75,604,65,A
D,790,47,640,46,A
D,790,68,640,61,H
D,790,93,655,58,H
D,790,68,666,67,H
D,790,69,674,67,A
D,790,56,731,53,H
D,790,86,769,57,H
D,790,65,769,50,A
D,790,75,771,68,A
D,790,91,791,69,H
D,790,92,815,60,H
D,790,78,827,67,A
D,790,63,827,62,H
D,790,84,833,41,H
D,791,80,519,70,A
D,791,67,579,59,H
D,791,86,580,79,A
D,791,86,580,72,H
D,791,82,682,78,H
D,791,74,792,64,H
D,791,68,792,67,A
D,791,67,797,56,A
D,791,66,797,57,H
D,791,83,800,72,N
D,792,75,519,63,H
D,792,63,522,62,H
D,792,70,580,42,H
D,792,89,580,78,A
D,792,68,621,54,H
D,792,75,672,69,H
D,792,82,682,66,H
D,792,68,762,62,A
D,792,56,797,46,A
D,792,75,797,59,H
D,793,71,521,56,H
D,793,62,521,52,A
D,793,73,556,68,A
D,793,82,556,76,N
D,793,84,613,72,A
D,793,71,629,45,H
D,793,65,637,59,H
D,793,76,663,65,H
D,793,81,675,77,N
D,793,89,698,76,A
D,793,64,721,60,A
D,793,73,722,70,H
D,793,73,722,68,A
D,793,87,724,77,A
D,793,71,794,59,H
D,793,63,794,54,A
D,793,76,796,59,A
D,793,62,796,44,H
D,793,73,821,68,H
D,794,65,504,58,H
D,794,57,521,56,A
D,794,69,521,58,H
D,794,76,543,67,H
D,794,79,637,74,H
D,794,77,643,69,H
D,794,80,711,59,H
D,794,74,721,72,H
D,794,73,751,70,A
D,794,67,765,55,A
D,794,68,796,47,H
D,794,69,801,63,H
D,795,70,521,62,A
D,795,85,643,84,A
D,795,75,664,67,H
D,795,92,664,82,N
D,795,72,705,64,A
D,795,75,716,72,H
D,795,67,751,54,A
D,795,73,751,65,H
D,795,70,752,63,A
D,795,77,761,66,A
D,795,65,761,51,H
D,795,72,765,53,H
D,795,82,765,66,A
D,795,69,812,65,A
D,795,66,819,45,H
D,795,91,820,77,A
D,795,71,844,44,H
